,Accident_Severity,light_Darkness - lights lit,light_Darkness - no lighting,light_Daylight,road_Dual carriageway,road_On/off ramp,road_One way street,road_Roundabout,road_Single carriageway,speed_Over 40 km/s,speed_Under 40 km/s,area_Rural,area_Urban,age_Adolescent,age_Adult,age_Senior,vehicle_Bike,vehicle_Car,vehicle_Goods,vehicle_Motorcycle
398735,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
14866,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
90708,Slight,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1605427,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1106750,Slight,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
192179,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1027542,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1103840,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
558146,Slight,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
498239,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1537582,Slight,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
31606,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
697807,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
352388,Slight,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1611154,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1123993,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
547555,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
256579,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
358874,Slight,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12210,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069134,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
446950,Slight,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1344276,Slight,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
705922,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
391167,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
177831,Slight,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
121057,Slight,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
32037,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1515843,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
782319,Slight,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
956168,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
977979,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
247590,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1651805,Slight,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
548286,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
129282,Slight,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
875245,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
710861,Slight,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1556473,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1318199,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1557934,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
452567,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1290093,Slight,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
362526,Slight,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
384644,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
313187,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
542537,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
452359,Slight,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
325700,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
931974,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
544850,Slight,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
111863,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
821799,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
670368,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
535997,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
594357,Slight,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
985163,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
329573,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
461138,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
538514,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
952999,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1497683,Slight,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1520494,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
515475,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
267281,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
632520,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
873737,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
45692,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1470079,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1116835,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1632275,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1243850,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1059051,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1042938,Slight,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
497245,Slight,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
404738,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
740893,Slight,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1214373,Slight,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1202694,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
474827,Slight,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
710009,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
908235,Slight,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
877598,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1366563,Slight,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
82835,Slight,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
662152,Slight,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1671922,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1429786,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
774744,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1400762,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
600190,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
762512,Slight,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
164658,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
76760,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
328972,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1051169,Slight,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
751270,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
795915,Slight,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1537824,Slight,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1479916,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
807935,Slight,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
261720,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1074631,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
127620,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
100508,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
369193,Slight,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1019825,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
71349,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
526745,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
374542,Slight,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
155359,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1084292,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1132231,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1246449,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
633992,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1122899,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
752355,Slight,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1266563,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1596730,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1442675,Slight,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
294356,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
698318,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1547414,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
230741,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
698555,Slight,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1025477,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
638647,Slight,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
435611,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
324160,Slight,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1238977,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
870221,Slight,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1061733,Slight,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
181056,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
8415,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1387111,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
790266,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
758176,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
253310,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1675646,Slight,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1051218,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1376808,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
85352,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1477306,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
375715,Slight,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
856323,Slight,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
941575,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
546077,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1350422,Slight,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1128794,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
928828,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1489854,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1622127,Slight,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1451000,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
669123,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
734344,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1124720,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1063,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
889283,Slight,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1423351,Slight,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
783385,Slight,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
513438,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
376465,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1225584,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
180688,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
521205,Slight,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
515121,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1624731,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1504122,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1562549,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1125605,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
230733,Slight,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
897337,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
55304,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
708461,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1143145,Slight,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
396830,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
129748,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
944389,Slight,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
91565,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1340649,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1068582,Slight,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
565093,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
947793,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1014854,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
184585,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1147430,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1555034,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
422808,Slight,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1075430,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
690833,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
555560,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
774178,Slight,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
337704,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1133785,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1230802,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
856763,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1248596,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
458603,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
154104,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
941944,Slight,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1335746,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1081671,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1668438,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
104760,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
580158,Slight,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1169243,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1018733,Slight,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
225917,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1660223,Slight,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
361890,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1390408,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1060724,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
257783,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
146620,Slight,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1085628,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1225735,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1672925,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1254626,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
132047,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
597678,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1121995,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
73179,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
811111,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
300489,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1135834,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
957533,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
479216,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1540734,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
582448,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
877739,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1592340,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
774757,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
535036,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1092977,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
86518,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
113807,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1541517,Slight,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
98075,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
577539,Slight,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
341689,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
216388,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1312742,Slight,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
503054,Slight,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
234340,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
619120,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
151676,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1098700,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
261007,Slight,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1105593,Slight,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
319911,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1296859,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
670572,Slight,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
772496,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
680195,Slight,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
711229,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
654645,Slight,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
255072,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1557971,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
22891,Slight,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
278916,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1263892,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
454925,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
990854,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
397211,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
423959,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1385919,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
907283,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
965323,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
521105,Slight,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1433899,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1228221,Slight,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1519209,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1221686,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
169491,Slight,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
330044,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1554602,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1335620,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
537553,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
316215,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
466668,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
483091,Slight,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1038759,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
830971,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
572439,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1503784,Slight,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
195335,Slight,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1523775,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
796990,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
456553,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
470903,Slight,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
854356,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1154374,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
157697,Slight,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
510817,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1174774,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1617881,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
323291,Slight,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
284874,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
902962,Slight,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
617791,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
955436,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1479614,Slight,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1225464,Slight,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
981500,Slight,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
